Territorio,Sesso,Classe di età,Titolo di studio,TIME,Value
Veneto,maschi,25-64 anni,licenza di scuola media,2018,439.749
Veneto,maschi,25-64 anni,licenza di scuola media,2019,444.268
Veneto,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,180.977
Veneto,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,171.362
Veneto,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,455.736
Veneto,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,451.784
Veneto,maschi,25-64 anni,laurea e post-laurea,2018,204.15
Veneto,maschi,25-64 anni,laurea e post-laurea,2019,212.182
Veneto,maschi,25-64 anni,totale,2018,1327.496
Veneto,maschi,25-64 anni,totale,2019,1323.763
Veneto,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,51.885
Veneto,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,45.869
Veneto,femmine,25-64 anni,licenza di scuola media,2018,411.993
Veneto,femmine,25-64 anni,licenza di scuola media,2019,409.719
Veneto,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,141.362
Veneto,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,145.16
Veneto,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,430.656
Veneto,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,425.065
Veneto,femmine,25-64 anni,laurea e post-laurea,2018,295.895
Veneto,femmine,25-64 anni,laurea e post-laurea,2019,301.411
Veneto,femmine,25-64 anni,totale,2018,1331.791
Veneto,femmine,25-64 anni,totale,2019,1327.224
Veneto,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,98.768
Veneto,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,90.035
Veneto,totale,25-64 anni,licenza di scuola media,2018,851.742
Veneto,totale,25-64 anni,licenza di scuola media,2019,853.987
Veneto,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,322.339
Veneto,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,316.522
Veneto,totale,25-64 anni,diploma 4-5 anni (maturità),2018,886.393
Veneto,totale,25-64 anni,diploma 4-5 anni (maturità),2019,876.85
Veneto,totale,25-64 anni,laurea e post-laurea,2018,500.044
Veneto,totale,25-64 anni,laurea e post-laurea,2019,513.593
Veneto,totale,25-64 anni,totale,2018,2659.287
Veneto,totale,25-64 anni,totale,2019,2650.987
Friuli-Venezia Giulia,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,11.511
Friuli-Venezia Giulia,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,7.423
Friuli-Venezia Giulia,maschi,25-64 anni,licenza di scuola media,2018,91.76
Friuli-Venezia Giulia,maschi,25-64 anni,licenza di scuola media,2019,92.842
Friuli-Venezia Giulia,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,42.592
Friuli-Venezia Giulia,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,43.716
Friuli-Venezia Giulia,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,117.267
Friuli-Venezia Giulia,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,120.2
Friuli-Venezia Giulia,maschi,25-64 anni,laurea e post-laurea,2018,59.197
Friuli-Venezia Giulia,maschi,25-64 anni,laurea e post-laurea,2019,56.441
Friuli-Venezia Giulia,maschi,25-64 anni,totale,2018,322.327
Friuli-Venezia Giulia,maschi,25-64 anni,totale,2019,320.622
Friuli-Venezia Giulia,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,10.235
Friuli-Venezia Giulia,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,9.437
Friuli-Venezia Giulia,femmine,25-64 anni,licenza di scuola media,2018,90.764
Friuli-Venezia Giulia,femmine,25-64 anni,licenza di scuola media,2019,84.363
Friuli-Venezia Giulia,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,29.905
Friuli-Venezia Giulia,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,32.683
Friuli-Venezia Giulia,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,115.277
Friuli-Venezia Giulia,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,117.89
Friuli-Venezia Giulia,femmine,25-64 anni,laurea e post-laurea,2018,76.292
Friuli-Venezia Giulia,femmine,25-64 anni,laurea e post-laurea,2019,76.033
Friuli-Venezia Giulia,femmine,25-64 anni,totale,2018,322.473
Friuli-Venezia Giulia,femmine,25-64 anni,totale,2019,320.406
Friuli-Venezia Giulia,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,21.746
Friuli-Venezia Giulia,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,16.861
Friuli-Venezia Giulia,totale,25-64 anni,licenza di scuola media,2018,182.524
Friuli-Venezia Giulia,totale,25-64 anni,licenza di scuola media,2019,177.205
Friuli-Venezia Giulia,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,72.496
Friuli-Venezia Giulia,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,76.398
Friuli-Venezia Giulia,totale,25-64 anni,diploma 4-5 anni (maturità),2018,232.544
Friuli-Venezia Giulia,totale,25-64 anni,diploma 4-5 anni (maturità),2019,238.09
Friuli-Venezia Giulia,totale,25-64 anni,laurea e post-laurea,2018,135.49
Friuli-Venezia Giulia,totale,25-64 anni,laurea e post-laurea,2019,132.475
Friuli-Venezia Giulia,totale,25-64 anni,totale,2018,644.8
Friuli-Venezia Giulia,totale,25-64 anni,totale,2019,641.028
Emilia-Romagna,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,42.06
Emilia-Romagna,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,32.879
Emilia-Romagna,maschi,25-64 anni,licenza di scuola media,2018,375.868
Emilia-Romagna,maschi,25-64 anni,licenza di scuola media,2019,385.617
Emilia-Romagna,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,110.921
Emilia-Romagna,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,106.769
Emilia-Romagna,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,435.487
Emilia-Romagna,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,434.089
Emilia-Romagna,maschi,25-64 anni,laurea e post-laurea,2018,223.995
Emilia-Romagna,maschi,25-64 anni,laurea e post-laurea,2019,227.637
Emilia-Romagna,maschi,25-64 anni,totale,2018,1188.331
Emilia-Romagna,maschi,25-64 anni,totale,2019,1186.991
Emilia-Romagna,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,43.154
Emilia-Romagna,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,36.24
Emilia-Romagna,femmine,25-64 anni,licenza di scuola media,2018,313.664
Emilia-Romagna,femmine,25-64 anni,licenza di scuola media,2019,298.181
Emilia-Romagna,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,105.067
Emilia-Romagna,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,106.597
Emilia-Romagna,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,446.355
Emilia-Romagna,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,450.587
Emilia-Romagna,femmine,25-64 anni,laurea e post-laurea,2018,304.854
Emilia-Romagna,femmine,25-64 anni,laurea e post-laurea,2019,319.503
Emilia-Romagna,femmine,25-64 anni,totale,2018,1213.093
Emilia-Romagna,femmine,25-64 anni,totale,2019,1211.109
Emilia-Romagna,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,85.214
Emilia-Romagna,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,69.118
Emilia-Romagna,totale,25-64 anni,licenza di scuola media,2018,689.532
Emilia-Romagna,totale,25-64 anni,licenza di scuola media,2019,683.799
Emilia-Romagna,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,215.988
Emilia-Romagna,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,213.366
Emilia-Romagna,totale,25-64 anni,diploma 4-5 anni (maturità),2018,881.841
Emilia-Romagna,totale,25-64 anni,diploma 4-5 anni (maturità),2019,884.677
Emilia-Romagna,totale,25-64 anni,laurea e post-laurea,2018,528.849
Emilia-Romagna,totale,25-64 anni,laurea e post-laurea,2019,547.14
Emilia-Romagna,totale,25-64 anni,totale,2018,2401.424
Emilia-Romagna,totale,25-64 anni,totale,2019,2398.1
Toscana,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,39.424
Toscana,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,43.026
Toscana,maschi,25-64 anni,licenza di scuola media,2018,341.164
Toscana,maschi,25-64 anni,licenza di scuola media,2019,338.976
Toscana,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,53.866
Toscana,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,61.21
Toscana,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,366.868
Toscana,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,357.606
Toscana,maschi,25-64 anni,laurea e post-laurea,2018,175.674
Toscana,maschi,25-64 anni,laurea e post-laurea,2019,170.985
Toscana,maschi,25-64 anni,totale,2018,976.996
Toscana,maschi,25-64 anni,totale,2019,971.802
Toscana,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,43.936
Toscana,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,42.343
Toscana,femmine,25-64 anni,licenza di scuola media,2018,277.841
Toscana,femmine,25-64 anni,licenza di scuola media,2019,276.407
Toscana,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,61.221
Toscana,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,64.311
Toscana,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,379.869
Toscana,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,380.769
Toscana,femmine,25-64 anni,laurea e post-laurea,2018,250.798
Toscana,femmine,25-64 anni,laurea e post-laurea,2019,245.011
Toscana,femmine,25-64 anni,totale,2018,1013.666
Toscana,femmine,25-64 anni,totale,2019,1008.839
Toscana,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,83.36
Toscana,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,85.369
Toscana,totale,25-64 anni,licenza di scuola media,2018,619.005
Toscana,totale,25-64 anni,licenza di scuola media,2019,615.382
Toscana,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,115.087
Toscana,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,125.52
Toscana,totale,25-64 anni,diploma 4-5 anni (maturità),2018,746.737
Toscana,totale,25-64 anni,diploma 4-5 anni (maturità),2019,738.375
Toscana,totale,25-64 anni,laurea e post-laurea,2018,426.473
Toscana,totale,25-64 anni,laurea e post-laurea,2019,415.995
Toscana,totale,25-64 anni,totale,2018,1990.662
Toscana,totale,25-64 anni,totale,2019,1980.642
Umbria,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,8.399
Umbria,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,6.094
Umbria,maschi,25-64 anni,licenza di scuola media,2018,68.47
Umbria,maschi,25-64 anni,licenza di scuola media,2019,65.789
Umbria,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,16.234
Umbria,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,16.978
Umbria,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,95.218
Umbria,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,97.419
Umbria,maschi,25-64 anni,laurea e post-laurea,2018,40.48
Umbria,maschi,25-64 anni,laurea e post-laurea,2019,40.742
Umbria,maschi,25-64 anni,totale,2018,228.801
Umbria,maschi,25-64 anni,totale,2019,227.022
Umbria,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,9.962
Umbria,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,8.432
Umbria,femmine,25-64 anni,licenza di scuola media,2018,61.992
Umbria,femmine,25-64 anni,licenza di scuola media,2019,53.561
Umbria,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,12.162
Umbria,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,12.225
Umbria,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,99.294
Umbria,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,101.033
Umbria,femmine,25-64 anni,laurea e post-laurea,2018,56.233
Umbria,femmine,25-64 anni,laurea e post-laurea,2019,62.502
Umbria,femmine,25-64 anni,totale,2018,239.643
Umbria,femmine,25-64 anni,totale,2019,237.753
Umbria,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,18.36
Umbria,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,14.526
Umbria,totale,25-64 anni,licenza di scuola media,2018,130.462
Umbria,totale,25-64 anni,licenza di scuola media,2019,119.35
Umbria,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,28.397
Umbria,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,29.203
Umbria,totale,25-64 anni,diploma 4-5 anni (maturità),2018,194.512
Umbria,totale,25-64 anni,diploma 4-5 anni (maturità),2019,198.452
Umbria,totale,25-64 anni,laurea e post-laurea,2018,96.713
Umbria,totale,25-64 anni,laurea e post-laurea,2019,103.244
Umbria,totale,25-64 anni,totale,2018,468.444
Umbria,totale,25-64 anni,totale,2019,464.774
Marche,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,12.466
Marche,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,12.518
Marche,maschi,25-64 anni,licenza di scuola media,2018,140.962
Marche,maschi,25-64 anni,licenza di scuola media,2019,139.36
Marche,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,24.803
Marche,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,29
Marche,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,155.38
Marche,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,146.049
Marche,maschi,25-64 anni,laurea e post-laurea,2018,69.568
Marche,maschi,25-64 anni,laurea e post-laurea,2019,73.128
Marche,maschi,25-64 anni,totale,2018,403.178
Marche,maschi,25-64 anni,totale,2019,400.055
Marche,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,19.232
Marche,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,15.111
Marche,femmine,25-64 anni,licenza di scuola media,2018,114.617
Marche,femmine,25-64 anni,licenza di scuola media,2019,115.163
Marche,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,23.561
Marche,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,23.634
Marche,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,157.643
Marche,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,155.519
Marche,femmine,25-64 anni,laurea e post-laurea,2018,96.993
Marche,femmine,25-64 anni,laurea e post-laurea,2019,99.469
Marche,femmine,25-64 anni,totale,2018,412.046
Marche,femmine,25-64 anni,totale,2019,408.895
Marche,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,31.698
Marche,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,27.629
Marche,totale,25-64 anni,licenza di scuola media,2018,255.579
Marche,totale,25-64 anni,licenza di scuola media,2019,254.523
Marche,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,48.363
Marche,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,52.634
Marche,totale,25-64 anni,diploma 4-5 anni (maturità),2018,313.023
Marche,totale,25-64 anni,diploma 4-5 anni (maturità),2019,301.567
Marche,totale,25-64 anni,laurea e post-laurea,2018,166.561
Marche,totale,25-64 anni,laurea e post-laurea,2019,172.596
Marche,totale,25-64 anni,totale,2018,815.224
Marche,totale,25-64 anni,totale,2019,808.95
Lazio,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,51.367
Lazio,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,56.892
Lazio,maschi,25-64 anni,licenza di scuola media,2018,475.147
Lazio,maschi,25-64 anni,licenza di scuola media,2019,456.689
Lazio,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,52.275
Lazio,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,50.592
Lazio,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,662.1
Lazio,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,658.713
Lazio,maschi,25-64 anni,laurea e post-laurea,2018,357.688
Lazio,maschi,25-64 anni,laurea e post-laurea,2019,363.321
Lazio,maschi,25-64 anni,totale,2018,1598.578
Lazio,maschi,25-64 anni,totale,2019,1586.208
Lazio,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,57.206
Lazio,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,56.983
Lazio,femmine,25-64 anni,licenza di scuola media,2018,411.762
Lazio,femmine,25-64 anni,licenza di scuola media,2019,401.764
Lazio,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,55.86
Lazio,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,47.538
Lazio,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,666.086
Lazio,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,668.019
Lazio,femmine,25-64 anni,laurea e post-laurea,2018,476.521
Lazio,femmine,25-64 anni,laurea e post-laurea,2019,484.496
Lazio,femmine,25-64 anni,totale,2018,1667.434
Lazio,femmine,25-64 anni,totale,2019,1658.799
Lazio,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,108.573
Lazio,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,113.876
Lazio,totale,25-64 anni,licenza di scuola media,2018,886.909
Lazio,totale,25-64 anni,licenza di scuola media,2019,858.453
Lazio,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,108.135
Lazio,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,98.13
Lazio,totale,25-64 anni,diploma 4-5 anni (maturità),2018,1328.186
Lazio,totale,25-64 anni,diploma 4-5 anni (maturità),2019,1326.732
Lazio,totale,25-64 anni,laurea e post-laurea,2018,834.209
Lazio,totale,25-64 anni,laurea e post-laurea,2019,847.816
Lazio,totale,25-64 anni,totale,2018,3266.012
Lazio,totale,25-64 anni,totale,2019,3245.007
Abruzzo,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,8.032
Abruzzo,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,11.614
Abruzzo,maschi,25-64 anni,licenza di scuola media,2018,116.733
Abruzzo,maschi,25-64 anni,licenza di scuola media,2019,109.744
Abruzzo,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,18.568
Abruzzo,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,17.774
Abruzzo,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,152.598
Abruzzo,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,152.762
Abruzzo,maschi,25-64 anni,laurea e post-laurea,2018,58.181
Abruzzo,maschi,25-64 anni,laurea e post-laurea,2019,59.891
Abruzzo,maschi,25-64 anni,totale,2018,354.112
Abruzzo,maschi,25-64 anni,totale,2019,351.786
Abruzzo,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,14.443
Abruzzo,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,15.208
Abruzzo,femmine,25-64 anni,licenza di scuola media,2018,100.668
Abruzzo,femmine,25-64 anni,licenza di scuola media,2019,94.308
Abruzzo,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,13.855
Abruzzo,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,13.074
Abruzzo,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,152.119
Abruzzo,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,149.963
Abruzzo,femmine,25-64 anni,laurea e post-laurea,2018,79.248
Abruzzo,femmine,25-64 anni,laurea e post-laurea,2019,85.348
Abruzzo,femmine,25-64 anni,totale,2018,360.332
Abruzzo,femmine,25-64 anni,totale,2019,357.901
Abruzzo,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,22.475
Abruzzo,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,26.822
Abruzzo,totale,25-64 anni,licenza di scuola media,2018,217.401
Abruzzo,totale,25-64 anni,licenza di scuola media,2019,204.052
Abruzzo,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,32.423
Abruzzo,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,30.848
Abruzzo,totale,25-64 anni,diploma 4-5 anni (maturità),2018,304.717
Abruzzo,totale,25-64 anni,diploma 4-5 anni (maturità),2019,302.725
Abruzzo,totale,25-64 anni,laurea e post-laurea,2018,137.429
Abruzzo,totale,25-64 anni,laurea e post-laurea,2019,145.239
Abruzzo,totale,25-64 anni,totale,2018,714.444
Abruzzo,totale,25-64 anni,totale,2019,709.687
Molise,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,3.977
Molise,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,4.075
Molise,maschi,25-64 anni,licenza di scuola media,2018,28.969
Molise,maschi,25-64 anni,licenza di scuola media,2019,27.859
Molise,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,2.256
Molise,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,2.367
Molise,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,33.872
Molise,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,33.361
Molise,maschi,25-64 anni,laurea e post-laurea,2018,14.101
Molise,maschi,25-64 anni,laurea e post-laurea,2019,14.131
Molise,maschi,25-64 anni,totale,2018,83.175
Molise,maschi,25-64 anni,totale,2019,81.792
Molise,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,4.808
Molise,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,4.162
Molise,femmine,25-64 anni,licenza di scuola media,2018,25.466
Molise,femmine,25-64 anni,licenza di scuola media,2019,25.724
Molise,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,1.905
Molise,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,1.324
Molise,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,31.971
Molise,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,33.103
Molise,femmine,25-64 anni,laurea e post-laurea,2018,18.484
Molise,femmine,25-64 anni,laurea e post-laurea,2019,17.336
Molise,femmine,25-64 anni,totale,2018,82.634
Molise,femmine,25-64 anni,totale,2019,81.648
Molise,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,8.786
Molise,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,8.237
Molise,totale,25-64 anni,licenza di scuola media,2018,54.434
Molise,totale,25-64 anni,licenza di scuola media,2019,53.583
Molise,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,4.161
Molise,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,3.69
Molise,totale,25-64 anni,diploma 4-5 anni (maturità),2018,65.843
Molise,totale,25-64 anni,diploma 4-5 anni (maturità),2019,66.464
Molise,totale,25-64 anni,laurea e post-laurea,2018,32.585
Molise,totale,25-64 anni,laurea e post-laurea,2019,31.467
Molise,totale,25-64 anni,totale,2018,165.809
Molise,totale,25-64 anni,totale,2019,163.441
Campania,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,137.216
Campania,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,132.604
Campania,maschi,25-64 anni,licenza di scuola media,2018,618.65
Campania,maschi,25-64 anni,licenza di scuola media,2019,619.354
Campania,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,56.374
Campania,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,51.129
Campania,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,551.143
Campania,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,551.127
Campania,maschi,25-64 anni,laurea e post-laurea,2018,204.598
Campania,maschi,25-64 anni,laurea e post-laurea,2019,203.159
Campania,maschi,25-64 anni,totale,2018,1567.98
Campania,maschi,25-64 anni,totale,2019,1557.373
Campania,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,203.11
Campania,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,197.106
Campania,femmine,25-64 anni,licenza di scuola media,2018,549.388
Campania,femmine,25-64 anni,licenza di scuola media,2019,552.687
Campania,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,47.013
Campania,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,46.732
Campania,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,535.644
Campania,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,527.977
Campania,femmine,25-64 anni,laurea e post-laurea,2018,290.697
Campania,femmine,25-64 anni,laurea e post-laurea,2019,293.693
Campania,femmine,25-64 anni,totale,2018,1625.851
Campania,femmine,25-64 anni,totale,2019,1618.195
Campania,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,340.325
Campania,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,329.71
Campania,totale,25-64 anni,licenza di scuola media,2018,1168.038
Campania,totale,25-64 anni,licenza di scuola media,2019,1172.041
Campania,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,103.387
Campania,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,97.861
Campania,totale,25-64 anni,diploma 4-5 anni (maturità),2018,1086.787
Campania,totale,25-64 anni,diploma 4-5 anni (maturità),2019,1079.104
Campania,totale,25-64 anni,laurea e post-laurea,2018,495.295
Campania,totale,25-64 anni,laurea e post-laurea,2019,496.852
Campania,totale,25-64 anni,totale,2018,3193.832
Campania,totale,25-64 anni,totale,2019,3175.567
Puglia,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,92.783
Puglia,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,88.944
Puglia,maschi,25-64 anni,licenza di scuola media,2018,450.275
Puglia,maschi,25-64 anni,licenza di scuola media,2019,436.886
Puglia,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,26.244
Puglia,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,32.535
Puglia,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,368.458
Puglia,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,370.092
Puglia,maschi,25-64 anni,laurea e post-laurea,2018,136.249
Puglia,maschi,25-64 anni,laurea e post-laurea,2019,138.192
Puglia,maschi,25-64 anni,totale,2018,1074.009
Puglia,maschi,25-64 anni,totale,2019,1066.649
Puglia,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,138.794
Puglia,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,128.614
Puglia,femmine,25-64 anni,licenza di scuola media,2018,412.882
Puglia,femmine,25-64 anni,licenza di scuola media,2019,407.947
Puglia,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,26.611
Puglia,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,22.384
Puglia,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,346.581
